fname,label
train_01073.wav,Other
train_01074.wav,Other
train_01075.wav,Other
train_01076.wav,Other
train_01077.wav,Other
train_01078.wav,Other
train_01079.wav,Other
train_01080.wav,Other
train_01081.wav,Other
train_01082.wav,Other
train_01083.wav,Other
train_01084.wav,Other
train_01085.wav,Other
train_01086.wav,Other
train_01087.wav,Other
train_01088.wav,Other
train_01089.wav,Other
train_01090.wav,Other
train_01091.wav,Other
train_01092.wav,Other
train_01093.wav,Other
train_01094.wav,Other
train_01095.wav,Other
train_01096.wav,Other
train_01097.wav,Other
train_01098.wav,Other
train_01099.wav,Other
train_01100.wav,Other
train_01101.wav,Other
train_01102.wav,Other
train_01103.wav,Other
train_01104.wav,Other
train_01105.wav,Other
train_01106.wav,Other
train_01107.wav,Other
train_01108.wav,Other
train_01109.wav,Other
train_01110.wav,Other
train_01111.wav,Other
train_01112.wav,Other
train_01113.wav,Other
train_01114.wav,Other
train_01115.wav,Other
train_01116.wav,Other
train_01117.wav,Other
train_01118.wav,Other
train_01119.wav,Other
train_01120.wav,Other
train_01121.wav,Other
train_01122.wav,Other
train_01123.wav,Other
train_01124.wav,Other
train_01125.wav,Other
train_01126.wav,Other
train_01127.wav,Other
train_01128.wav,Other
train_01129.wav,Other
train_01130.wav,Other
train_01131.wav,Other
train_01132.wav,Other
train_01133.wav,Other
train_01134.wav,Other
train_01135.wav,Other
train_01136.wav,Other
train_01137.wav,Other
train_01138.wav,Other
train_01139.wav,Other
train_01140.wav,Other
train_01141.wav,Other
train_01142.wav,Other
train_01143.wav,Other
train_01144.wav,Other
train_01145.wav,Other
train_01146.wav,Other
train_01147.wav,Other
train_01148.wav,Other
train_01149.wav,Other
train_01150.wav,Other
train_01151.wav,Other
train_01152.wav,Other
train_01153.wav,Other
train_01154.wav,Other
train_01155.wav,Other
train_01156.wav,Other
train_01157.wav,Other
train_01158.wav,Other
train_01159.wav,Other
train_01160.wav,Other
train_01161.wav,Other
train_01162.wav,Other
train_01163.wav,Other
train_01164.wav,Other
train_01165.wav,Other
train_01166.wav,Other
train_01167.wav,Other
train_01168.wav,Other
train_01169.wav,Other
train_01170.wav,Other
train_01171.wav,Other
train_01172.wav,Other
train_01173.wav,Other
train_01174.wav,Other
train_01175.wav,Other
train_01176.wav,Other
train_01177.wav,Other
train_01178.wav,Other
train_01179.wav,Other
train_01180.wav,Other
train_01181.wav,Other
train_01182.wav,Other
train_01183.wav,Other
train_01184.wav,Other
train_01185.wav,Other
train_01186.wav,Other
train_01187.wav,Other
train_01188.wav,Other
train_01189.wav,Other
train_01190.wav,Other
train_01191.wav,Other
train_01192.wav,Other
train_01193.wav,Other
train_01194.wav,Other
train_01195.wav,Other
train_01196.wav,Other
train_01197.wav,Other
train_01198.wav,Other
train_01199.wav,Other
train_01200.wav,Other
